# Time (sec), Throttle (0-1), Engine On (0 or 1), Yaw (deg), Pitch (deg)
0, 0, 0, 0, 0, 0, 0
10, 0, 0, 10, 0, 0, 0
20, 0, 0, 0, 0, 0, 0
30, 0, 0, -10, 0, 0, 0
40, 0, 0, 0, 0, 0, 0
50, 0, 0, 10, 0, 0, 0
60, 0, 0, 0, 0, 0, 0
