# X (m), Y (m), Z (m), Roll (deg), Yaw (deg), Pitch (deg), Xdot (m/s), Ydot (m/s), Zdot (m/s), Prop (kg)
0, 0, 20000, 0, 15, 15, 0, 0, 0, 41700
